,product_title,lowest_price,montly_sales,original_price,discount_rate,star,ratings,total_sales,favorites,brand,weight,warranty,capacity,stock,power
127,"Hericaine Mini Rice Cooker 1.2L Non Stick Pot 200W *Free Rice Spoon, Rice Cup, Steam Plate*",44.6,78,0.0,10,4.9,137.0,267.0,244,Others,0.0,3,1.2,733157,200
128,Tefal Induction Rice Cooker (1.5L) RK808,429.0,1,699.0,39,4.9,101.0,166.0,406,Tefal,0.0,2,1.5,8,1200
129,"Molly Multi-Function Cooker ""The Complete Set"" | ALL 5 Plates suitable for BBQ, Steamboat, Steam Fish, Grilling,",1011.0,0,1252.0,19,5.0,20.0,38.0,575,Kuvings,0.0,0,0.0,24,0
130,Cuckoo CR-0675F 1.08 Liter Micom Rice Cooker and Warmer,249.0,24,400.0,38,4.9,89.0,163.0,488,Cuckoo,0.0,0,0.0,146,0
131,Spot new kitchen appliances rice cooker smart genuine household multifunctional 5L wholesale large-capacity home appliances现货 新款 厨房电器 电饭煲锅 智能正品 家用多功能5L批发大容量家电,110.2,1,0.0,5,5.0,2.0,2.0,3,Others,0.0,0,0.0,49770,0
132,2.5 L(2-3 Persons) Rice Cooker Mini With Steamer Coating Non-Stick Frying Pan Multi-Function Hot Pot Electric Wok,42.0,30,0.0,55,4.9,71.0,116.0,121,Others,0.0,0,0.0,73,0
133,【Ready Stock】Lopol Electric NonStick Ceramic/Marble Frying Pan Rice Multi Mini Rice Cooker,19.9,30,48.0,59,4.7,1200.0,2300.0,1400,Others,0.0,0,0.0,3,0
134,【TUGU】Electric Grill Pan NonStick Ceramic Electric Cooker Mini Rice Cooker Multi Cooker Mini Steamboat 电煮锅,35.88,30,0.0,75,5.0,24.0,63.0,45,Others,0.0,0,0.0,188,0
135,Russell Taylors Dual Pot Pressure Cooker Electric Rice Cooker 2 Inner Pots + 1 Steam Rack (8L) PC-80,279.99,29,299.99,7,4.9,2300.0,3600.0,2200,Russell Taylors,0.0,24,8.0,237,1300
136,Panasonic Conventional Rice Cooker (3.6L) SR-WN36,185.0,29,229.0,19,4.9,304.0,608.0,248,Panasonic,0.0,0,0.0,59,0
137,XMA 9cup 1.8Liter Rice Cooker XMA-188RC,52.0,29,0.0,0,4.9,164.0,283.0,114,XMA,0.0,0,0.0,19,0
138,MIDEA RICE COOKER (1.8L / 0.6L ) MG-GP18B / MG-GP06B / MG-GP10B,49.9,27,0.0,65,4.9,59.0,155.0,48,Midea,0.0,12,0.0,50,0
139,Periuk Masak/ Mini Cooker Serbaguna Non Stick Double Layer(Tidak Melekat)/ Pengukus/ Rice Cooker/ Steamboat/ Masak,19.55,28,36.0,46,4.9,220.0,379.0,211,Others,0.0,0,0.0,10,0
140,Multi-functional Electric Cooker Fry Cooking Pot Rice Cooker Hot Pot / mini cooker/ 电煮锅 / 多功能锅,19.99,28,0.0,0,4.9,124.0,238.0,420,Others,0.0,0,0.0,159,0
141,[BUBBLE WRAPPED!] PANASONIC 1.8L RICE COOKER SR-E18A,103.9,28,0.0,0,5.0,73.0,124.0,52,Panasonic,3000.0,1,1.8,27,0
142,Tefal Rice Cooker Mini (0.7L) RK5001,199.0,27,279.0,29,4.9,3000.0,5100.0,4100,Tefal,0.0,0,0.0,21,0
143,B.S.B Mini Non-stick Rice Cooker European Retro Vintage Elegant Design Electric Cooker Family Gift Periuk Nasi,45.9,24,65.0,29,4.7,702.0,1300.0,1500,Others,0.0,0,0.0,722,0
144,Practical 10 Pcs Food Grade Plastic Rice Measuring Cup Rice Cooker Measurement Tools for Dry and Liquid Ingredients (160ml),5.66,25,9.06,38,0.0,0.0,0.0,0,Others,0.0,0,0.0,0,0
145,Midea Smart Rice Cooker (1.0L)MBFS10 MBFS10GN MBFS10PK,123.75,25,0.0,35,4.9,720.0,1200.0,100,Midea,0.0,0,0.0,620,0
146,[12.12] Corvan Multi-functional Rice Cooker C20 with Low Sugar Program (4-6 Pax),248.0,25,699.0,65,4.9,216.0,377.0,1100,Others,2200.0,12,0.8,87,400
147,"Tefal 1.8L (10 Cups) Easy Fuzzy Logic Rice Cooker | RK732, RK7321, RK732167 (Baby Porridge Cooker Periuk Nasi 电饭锅)",182.0,25,299.0,39,5.0,24.0,43.0,24,Tefal,0.0,24,1.8,133,750
148,Panasonic Rice Cooker (1.0 L/1.8 L/2.8 L/3.6 L),97.24,24,0.0,0,4.9,600.0,1000.0,471,Panasonic,2100.0,12,1.8,100,600
149,"Samu GiKen Digital Rice Cooker (3 Litre), Model: RC30",102.9,24,229.9,55,4.9,131.0,251.0,316,SAMU GIKEN,2000.0,12,3.0,321,500
150,Singer RC06 -0.6L Rice Cooker *Ready Stock & Bubble Wrap*,57.0,24,65.0,12,5.0,364.0,535.0,168,Singer,0.0,0,0.0,94,0
151,Cuckoo CR-0675F 1.08 Liter Micom Rice Cooker and Warmer,249.0,24,400.0,38,4.9,89.0,163.0,488,Cuckoo,0.0,0,0.0,146,0
152,22cm/24cm Electric Multicooker Non Stick Tempered Glass Lid Rice Cooker Food Mini Hot Pot,26.0,23,0.0,0,4.8,214.0,458.0,624,Others,0.0,0,0.0,913,0
153,[Stock in Malaysia]Mini Rice Cooker 1.2L Small 1-2 People Rice Cooker Multifunctional Steaming Kitchen Small Appliances,47.5,22,150.0,68,4.9,318.0,1000.0,625,Others,2000.0,3,1.2,240,200
154,[BUBBLE WRAP] TRIO 0.3L MINI RICE COOKER TJC030,64.0,22,0.0,0,4.9,256.0,396.0,176,Trio,0.0,0,0.0,14,0
155,Midea Rice Cooker Mini 0.6L small capacity MD-MGGP06B [One year Warranty],45.99,22,0.0,48,5.0,300.0,498.0,334,Midea,0.0,0,0.0,37,0
156,Electric Cooking Pot [3L] Cooker Non Stick Frying Pan Rice Cooker Portable Periuk Elektrik Nasi Hotpot Steamboat,65.6,22,89.0,26,4.9,413.0,2000.0,3600,Others,0.0,0,0.0,0,0
157,2 Tiers Wooden Microwave Electric Rice Cooker Desktop Oven Rack Kitchen Supplies Rack Floor Shelf Storage Rak Dapur,31.99,22,0.0,42,4.8,1100.0,2000.0,1100,Others,0.0,0,0.0,90,0
158,Steamer Steamboat Pot Electric Rice Cooker Periuk Kukus Pengukus Elektrik Periuk Non Stick Cooking Pot Mini Cooker Pan,36.9,13,0.0,74,4.8,274.0,494.0,711,Others,0.0,0,0.0,475,0
159,Innohut Multifunctional Non-Stick / Stainless Steel Mini Electric Cooker Mini Rice Cooker Steamer Pot With Steam Tray,18.5,21,0.0,61,4.9,2200.0,4500.0,1300,Others,0.0,0,0.0,1480,0
160,Milux 10L Electric Commercial Rice Cooker MRC-5200 / MRC5200 饭煲 Periuk Nasi,325.0,21,419.0,22,5.0,167.0,306.0,146,Others,0.0,0,0.0,30,0
161,Pentec Rice Cooker (1.0 L) TAC-501H TAC-220,49.9,21,0.0,39,5.0,292.0,498.0,169,Pentec,2300.0,12,1.0,187,400
162,Midea 0.6L Baby Mini Rice Cooker MG-GP06B Periuk Nasi Elektrik Rice Cookers Mini Kecil MGGP06B,48.0,21,0.0,0,4.9,61.0,108.0,31,Midea,0.0,0,0.0,96,0
163,【12.12 PROMO】SHARP Rice Cooker (Non-Stick) Periuk Nasi - 1L /1.8L/2.2L/2.8L/4.5L,84.15,21,0.0,1,4.9,46.0,88.0,43,Sharp,0.0,0,0.0,266,0
164,3 Terminals Ceiling Rose 5 amp/250 volt ( White ),1.35,0,0.0,0,0.0,0.0,0.0,0,Others,0.0,0,0.0,0,0
165,BM. 13A 1440W Power Cord Fused 3 Pin Plug 1.8m 1.5m 1.2m Length Power Supply PC Desktop Laptop Computer LCD Rice Cooker,5.8,20,0.0,71,5.0,198.0,512.0,108,Others,0.0,0,0.0,47,0
166,Joyoung MIni Electric Cooker F-15Z605 electric cooker mini dormitory student pot multifunctional all-in-one pot home,79.0,0,109.0,28,5.0,2.0,5.0,15,Joyoung 九阳,0.0,12,0.0,18,0
167,Khind 1L Anshin Rice Cooker RC110M,262.9,0,343.0,23,4.8,57.0,87.0,38,Khind,3100.0,3,1.0,3,450
168,KONKA Rice Cooker 2L With Non-stick Pan/Steaming Rack 420W (KRC-RS1),128.1,46,274.2,53,4.9,94.0,1300.0,573,Konka,0.0,0,0.0,88,0
169,Mini Rice Cooker Non Stick Home Appliances Soup Pot Steamer Electric Periuk Nasi Elektrik Mini Kecil 迷你电饭煲 煲汤锅 [H06],49.8,160,89.9,45,4.9,2700.0,4700.0,400,Others,0.0,0,0.0,834,0
170,Milux Sugar Less Rice Cooker MRC-D182SL Periuk Nasi turun kanji 低糖饭锅,193.5,0,0.0,6,4.8,33.0,55.0,44,Others,0.0,0,0.0,10,0
171,Sharp Rice Cooker KS-H228S-PK 2.2LITRE,119.0,0,169.0,30,4.9,9.0,16.0,11,Others,0.0,0,0.0,9,0
172,Toshiba 1.8L IH Low Sugar Digital Rice Cooker Healthy Cooker RC-18ISPMY | 1.0L RC-10IRPMY,680.0,0,0.0,40,3.0,1.0,5.0,69,Toshiba,0.0,0,0.0,59,0
173,MMX Pressure Cooker Stainless Steel Pot Rice Cooker 15 functions (6L) Ewant Pro MMXYBD6-114SB-MC+GL,188.88,21,688.0,73,4.9,553.0,1000.0,858,Kelen Munoz MMX,0.0,1,0.0,246,0
174,Bear Electric Lunch Box DFH-B20J1 (2L),155.82,20,229.0,32,4.9,277.0,553.0,775,Bear,0.0,0,0.0,530,0
175,TEFAL Mini Rice Cooker 0.4L RK1721 (2CUPS) MINI MECHANICAL RICE COOKER RK1721,111.0,20,129.0,14,4.9,167.0,284.0,187,Tefal,0.0,0,0.0,42,0
176,Midea Conventional Rice Cooker 0.6L MG-GP06B Glass Lid Periuk Nasi Midea MGGP06B,46.95,20,0.0,32,5.0,297.0,500.0,197,Midea,0.0,0,0.0,349,0
177,Tefal Mini Mechanical 0.4L Rice Cooker RK1721,109.0,20,179.0,39,5.0,222.0,354.0,419,Tefal,2200.0,24,0.4,22,200
178,🔥Ready Stock🔥 Mini Non-stick Rice Cooker European Retro Vintage Elegant Design Electric Cooker Family Gift Periuk Nasi,45.9,20,0.0,0,4.9,137.0,233.0,114,Others,0.0,0,0.0,183,0
179,Milux Personal Rice Cooker - Random Colour (0.3L) MRC-703,51.48,20,0.0,26,4.9,1100.0,2000.0,601,Milux,0.0,12,0.3,528,200
180,local seller bihun tempatan bihun cap merak 450g (muslim seller),2.6,20,0.0,0,4.8,48.0,341.0,10,Others,0.0,0,0.0,472,0
181,【Tachzon】1.2L Mini Rice Cooker Multi-function Electric Rice Cooker 1-2 people Non-Stick Household Small Cooking Machine,49.2,20,59.0,41,5.0,6.0,20.0,1,Others,0.0,0,0.0,194,0
182,(RB23) RICE COOKER SWITCH 16A,3.5,19,0.0,0,5.0,22.0,106.0,16,Others,0.0,0,0.0,126,0
183,XBRC01 Non Stick Hidden Handle Mini Rice Cooker 1.2L,31.7,19,118.0,73,4.8,1900.0,3800.0,2800,Others,0.0,0,0.0,25,0
184,MIDEA SMART RICE COOKER MB-FS10 PINK GREEN MILUX 30L ELECTRIC OVEN PINK,125.0,19,0.0,46,4.9,286.0,436.0,1700,Midea,0.0,0,0.0,13,0
185,Penangseller-Electric NonStick Ceramic/Marble Frying Pan Rice Multi Mini Rice Cooker,19.57,19,20.6,5,4.9,652.0,1400.0,469,Others,0.0,0,0.0,191,0
186,LOPOL 1.8L !!! Electric 2 Layer Non Stick Rice Cooker Steamboat Fry Steamer Cooker with Tray,18.3,19,0.0,0,4.8,663.0,1500.0,351,Others,0.0,0,0.0,3521,0
187,Electric NonStick Ceramic Multi Cooker Frying Pan Grill Hot Pot Mini Rice Cooker,19.39,19,0.0,90,4.8,843.0,1700.0,942,Others,0.0,0,0.0,27,0
188,【Nice】 Xiaomi Mi Smart Mini Rice Cooker 1.6L / 3L C1 Intelligent Small LED Display Non Stick Electric Cooker,89.0,12,0.0,75,4.9,56.0,130.0,200,Xiaomi,4400.0,3,3.0,455,650
189,Midea Jar Rice Cooker MB-18YH ( 1.8L ) Pink White,61.94,17,71.5,13,5.0,245.0,440.0,189,Midea,0.0,0,0.0,14,0
190,Ready Stock 1.8L NonStick Ceramic/Marble Frying Pan Multifunction Mini Rice Cooker Electric Cooker Cooking Pot,24.9,18,0.0,0,4.8,315.0,607.0,185,Others,0.0,0,0.0,419,0
191,"- Toshiba Rice Cooker Open/Close Button For Model RC-10NMFIM, RC-18NMFIM",22.5,18,25.0,10,4.9,298.0,539.0,56,Toshiba,0.0,0,0.0,196,0
192,Midea 0.6L Rice Cooker MG-GP06B,36.5,18,83.1,56,4.9,172.0,290.0,406,Midea,0.0,0,0.0,5,0
193,Cuckoo CR-0671V 1.08 Liter Rice Cooker - Violet/White,124.0,18,249.0,50,5.0,99.0,142.0,230,Cuckoo,0.0,0,0.0,34,0
194,KHIND/ ISONIC Rice Cooker 1.0L / 1.8L / 2.8L [ READY STOCK],44.99,14,0.0,36,4.9,509.0,829.0,520,Khind,0.0,12,0.0,254,0
195,Egoodsmall Bear Electric Rice Cooker DFH-B20J1 2L Electric Lunch Box Rice Cooker Electric Lunch Box Periuk,159.0,9,199.0,20,4.9,59.0,102.0,65,Bear,0.0,2,0.0,568,0
196,Mini Cooker Periuk Nasi Mini Rice Cooker Periuk Non Stick Wok Hot Pot Steamboat Pot Cooking Pot Mini Steamer Pengukus,22.37,18,45.7,51,4.9,33.0,62.0,46,Others,1000.0,0,0.0,206,450
197,【TUGU】3L Non Stick Rice Cooker Household Smart Multi-function Fully Automatic Home Appliance Cooker Periuk Nasi 電飯煲,88.66,18,150.0,41,5.0,10.0,25.0,18,Others,3000.0,0,3.0,196,501
198,Philips Fuzzy Logic Rice Cooker HD4515 | HD4515/63,269.0,17,349.0,23,4.9,499.0,816.0,1200,Others,0.0,0,0.0,19,0
199,ELBA 1.2L MINI RICE COOKER [ERC-D1233(WH)],89.95,17,129.0,30,4.9,447.0,838.0,474,Elba,4000.0,12,1.2,144,300
200,Pensonic Rice Cooker (1.0L) PRC-11E,62.18,17,87.0,29,4.9,170.0,287.0,128,Pensonic,0.0,12,1.0,8,400
201,★READYSTOCK★Electric Multifunctional Non-Stick Rice Cooker(1.8L)with steamer/Electric Frying Pan/Periuk Nasi/迷你宿舍小电锅/饭锅,29.9,17,90.0,67,4.9,43.0,99.0,44,Others,0.0,0,0.0,102,0
202,SHARP 1.8L NON-STICK INNER POT RICE COOKER KSH188SPK//KSH188SSL,99.0,14,0.0,0,4.9,110.0,180.0,68,Sharp,0.0,12,1.8,13,700
203,1.8L Multifunctional Non Stick Electric Pot /Mini Rice Cooker With Steamer Frying Pan Electric Cooker Cooking Pot,30.9,17,45.9,33,5.0,22.0,49.0,67,Others,0.0,0,0.0,100,0
204,【Tachzon】Electric Grill Pan NonStick Ceramic Electric Cooker Mini Rice Cooker Multi Cooker Mini Steamboat 电煮锅,36.8,16,0.0,77,5.0,2.0,16.0,2,Others,0.0,0,0.0,198,0
205,🚚<Local Fast Ship>3L Rice Cooker Household Smart Intelligent Multi-function Fully Automatic Home Appliance Cooker,83.88,16,188.0,55,5.0,3.0,16.0,1,Others,2000.0,0,3.0,400,501
206,MMX Pressure Cooker Rice Cooker Rendang (12L) 10 Preset Ewant Classic MMXYBD12-160AG-NS,348.88,16,988.0,65,4.9,259.0,425.0,270,Kelen Munoz MMX,0.0,0,0.0,76,0
207,🔥READY STOCK🔥🇲🇾  Smart Mini Rice Cooker Home Students Small Multi-Function Travel 1.2L/2.5L Ready Stock,43.5,127,0.0,77,4.9,1900.0,3300.0,3200,Others,500.0,0,1.2,848,0
208,TOSHIBA JAR RICE COOKER 1.8 LITRE RC-18JH1NMY 饭煲,98.0,1,190.0,48,5.0,37.0,62.0,68,Toshiba,0.0,0,0.0,38,0
209,"Multi-function electric cooker 3L/5L Non-Stick Steamboat Rice Cooker with Temperature Control, with Overheating Protection, with steamer for Fry, Sauté, Steam, Simmer, Electric Frying Pan",68.8,32,0.0,23,4.9,124.0,243.0,550,Others,1950.0,12,3.0,89,1000
